<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.03	19:00:00	1.13744	1.13758	1.13673	1.13685	1218	0	9
2025.06.03	20:00:00	1.13684	1.13738	1.13679	1.13695	735	0	9
2025.06.03	21:00:00	1.13693	1.13745	1.13635	1.13744	726	0	23
2025.06.03	22:00:00	1.13761	1.13762	1.13704	1.13739	683	0	9
2025.06.03	23:00:00	1.13739	1.13856	1.13739	1.13839	1125	0	9
2025.06.04	00:00:00	1.13837	1.13886	1.13779	1.13823	2485	0	9
2025.06.04	01:00:00	1.13822	1.13928	1.13712	1.13855	3134	0	9
2025.06.04	02:00:00	1.13852	1.13877	1.13733	1.13758	1725	0	9
2025.06.04	03:00:00	1.13758	1.13807	1.13651	1.13672	1736	0	9
2025.06.04	04:00:00	1.13673	1.13787	1.13644	1.13664	1945	0	9
2025.06.04	05:00:00	1.13666	1.13713	1.13567	1.13619	2466	0	9
2025.06.04	06:00:00	1.13619	1.13778	1.13571	1.13776	3859	0	9
2025.06.04	07:00:00	1.13778	1.13966	1.13751	1.13864	3784	0	9
2025.06.04	08:00:00	1.13863	1.14034	1.13825	1.13990	2993	0	9
2025.06.04	09:00:00	1.13990	1.13992	1.13810	1.13825	2533	0	9
